symbol,tv_ticker,sector,industry,description,grade,pass_tf,on_list,w1_score,d1_score,score,price,note
CACC,NASDAQ:CACC,Finance,Finance/Rental/Leasing,Credit Acceptance Corporation,A+,W1+D1,True,3,3,6,577.53,W1 3/3：MA轉上；量價配合 | D1 3/3：MA轉上；量價配合
IMVT,NASDAQ:IMVT,Health technology,Biotechnology,"Immunovant, Inc.",A+,W1+D1,True,3,3,6,38.1,W1 3/3：MA轉上；量價配合 | D1 3/3：MA轉上；量價配合
LTH,NYSE:LTH,Consumer services,Other consumer services,"Life Time Group Holdings, Inc.",A+,W1+D1,True,3,3,6,37.33,W1 3/3：MA轉上；量價配合 | D1 3/3：MA轉上；量價配合
NUVL,NASDAQ:NUVL,Health technology,Pharmaceuticals: major,"Nuvalent, Inc.",A+,W1+D1,True,3,3,6,123.42,W1 3/3：MA轉上；量價配合 | D1 3/3：MA轉上；量價配合
AAL,NASDAQ:AAL,Transportation,Airlines,"American Airlines Group, Inc.",A,D1,True,2,3,5,16.08,W1 2/3：量價配合 | D1 3/3：MA轉上；量價配合
AAON,NASDAQ:AAON,Producer manufacturing,Industrial machinery,"AAON, Inc.",A,W1,True,3,2,5,136.16,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
ACMR,NASDAQ:ACMR,Producer manufacturing,Industrial machinery,"ACM Research, Inc.",A,W1,True,3,2,5,103.17,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
APH,NYSE:APH,Electronic technology,Electronic components,Amphenol Corporation,A,W1,True,3,2,5,165.96,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
AS,NYSE:AS,Consumer durables,Recreational products,"Amer Sports, Inc.",A,D1,True,2,3,5,36.11,W1 2/3：量價配合 | D1 3/3：MA轉上；量價配合
CARR,NYSE:CARR,Producer manufacturing,Industrial machinery,Carrier Global Corporation,A,W1,True,3,2,5,71.85,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
COLD,NYSE:COLD,Finance,Real estate investment trusts,"Americold Realty Trust, Inc.",A,W1,True,3,2,5,13.97,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
CRBG,NYSE:CRBG,Finance,Life/Health insurance,Corebridge Financial Inc.,A,D1,True,2,3,5,29.09,W1 2/3：量價配合 | D1 3/3：MA轉上；量價配合
DAL,NYSE:DAL,Transportation,Airlines,"Delta Air Lines, Inc.",A,W1,True,3,2,5,85.92,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
F,NYSE:F,Consumer durables,Motor vehicles,Ford Motor Company,A,W1,True,3,2,5,14.11,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
GGAL,NASDAQ:GGAL,Finance,Regional banks,Grupo Financiero Galicia S.A.,A,W1,True,3,2,5,53.33,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
GGB,NYSE:GGB,Non-energy minerals,Steel,Gerdau S.A.,A,W1,True,3,2,5,4.25,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
GTX,NASDAQ:GTX,Producer manufacturing,Auto parts: OEM,Garrett Motion Inc.,A,D1,True,2,3,5,34.49,W1 2/3：量價配合 | D1 3/3：MA轉上；量價配合
ILMN,NASDAQ:ILMN,Health technology,Medical specialties,"Illumina, Inc.",A,W1,True,3,2,5,161.38,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
INOD,NASDAQ:INOD,Technology services,Data processing services,Innodata Inc.,A,W1,True,3,2,5,90.68,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
INTC,NASDAQ:INTC,Electronic technology,Semiconductors,Intel Corporation,A,D1,True,2,3,5,140.94,W1 2/3：量價配合 | D1 3/3：MA轉上；量價配合
IREN,NASDAQ:IREN,Technology services,Data processing services,IREN Limited,A,W1,True,3,2,5,56.87,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
JBLU,NASDAQ:JBLU,Transportation,Airlines,JetBlue Airways Corporation,A,D1,True,2,3,5,5.49,W1 2/3：量價配合 | D1 3/3：MA轉上；量價配合
M,NYSE:M,Retail trade,Department stores,Macy's Inc,A,W1,True,3,2,5,24.66,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
MAS,NYSE:MAS,Producer manufacturing,Building products,Masco Corporation,A,W1,True,3,2,5,73.58,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
MIDD,NASDAQ:MIDD,Producer manufacturing,Industrial machinery,The Middleby Corporation,A,W1,True,3,2,5,166.65,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
MT,NYSE:MT,Non-energy minerals,Steel,Arcelor Mittal NY Registry Shares NEW,A,W1,True,3,2,5,63.75,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
RDW,NYSE:RDW,Electronic technology,Aerospace & defense,Redwire Corporation,A,W1,True,3,2,5,13.02,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
RVMD,NASDAQ:RVMD,Health technology,Pharmaceuticals: other,"Revolution Medicines, Inc.",A,D1,True,2,3,5,165.81,W1 2/3：量價配合 | D1 3/3：MA轉上；量價配合
TE,NYSE:TE,Producer manufacturing,Electrical products,T1 Energy Inc.,A,W1,True,3,2,5,10.4,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
UAL,NASDAQ:UAL,Transportation,Airlines,"United Airlines Holdings, Inc.",A,W1,True,3,2,5,118.68,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
USAR,NASDAQ:USAR,Producer manufacturing,Metal fabrication,"USA Rare Earth, Inc.",A,W1,True,3,2,5,24.12,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
VCYT,NASDAQ:VCYT,Health technology,Medical specialties,"Veracyte, Inc.",A,W1,True,3,2,5,53.19,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
VOYG,NYSE:VOYG,Technology services,Information technology services,"Voyager Technologies, Inc.",A,W1,True,3,2,5,34.57,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
VSXY,NYSE:VSXY,Retail trade,Apparel/Footwear retail,Victorias Secret & Co.,A,W1,True,3,2,5,80.57,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
YETI,NYSE:YETI,Producer manufacturing,Miscellaneous manufacturing,"YETI Holdings, Inc.",A,W1,True,3,2,5,47.94,W1 3/3：MA轉上；量價配合 | D1 2/3：量價配合
BEN,NYSE:BEN,Finance,Investment managers,"Franklin Resources, Inc.",A,W1,True,3,1,4,33.93,W1 3/3：MA轉上；量價配合 | D1 1/3：MA轉上
FAF,NYSE:FAF,Finance,Specialty insurance,First American Corporation (New),A,W1,True,3,1,4,68.28,W1 3/3：MA轉上；量價配合 | D1 1/3：MA轉上
FER,NASDAQ:FER,Industrial services,Engineering & construction,Ferrovial N.V.,A,W1,True,3,1,4,70.76,W1 3/3：MA轉上；量價配合 | D1 1/3：MA轉上
LIVN,NASDAQ:LIVN,Health technology,Medical specialties,LivaNova PLC,A,W1,True,3,1,4,78.71,W1 3/3：MA轉上；量價配合 | D1 1/3：MA轉上
MIRM,NASDAQ:MIRM,Health technology,Pharmaceuticals: major,"Mirum Pharmaceuticals, Inc.",A,D1,True,1,3,4,107.77,W1 1/3：MA轉上 | D1 3/3：MA轉上；量價配合
MUFG,NYSE:MUFG,Finance,Major banks,"Mitsubishi UFJ Financial Group, Inc.",A,W1,True,3,1,4,20.86,W1 3/3：MA轉上；量價配合 | D1 1/3：升量>跌量
SAN,NYSE:SAN,Finance,Major banks,"Banco Santander, S.A. Sponsored",A,W1,True,3,1,4,13.71,W1 3/3：MA轉上；量價配合 | D1 1/3：MA轉上
ABNB,NASDAQ:ABNB,Consumer services,Hotels/Resorts/Cruise lines,"Airbnb, Inc.",A,D1,True,0,3,3,139.19,W1 0/3：未達 | D1 3/3：MA轉上；量價配合
APLD,NASDAQ:APLD,Technology services,Data processing services,Applied Digital Corporation,A,W1,True,3,0,3,45.2,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
ATRO,NASDAQ:ATRO,Electronic technology,Aerospace & defense,Astronics Corporation,A,W1,True,3,0,3,81.85,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
CNTA,NASDAQ:CNTA,Health technology,Pharmaceuticals: major,Centessa Pharmaceuticals plc,A,D1,True,0,3,3,40.18,W1 0/3：未達 | D1 3/3：MA轉上；量價配合
EQH,NYSE:EQH,Finance,Life/Health insurance,"Equitable Holdings, Inc.",A,D1,True,0,3,3,44.98,W1 0/3：未達 | D1 3/3：MA轉上；量價配合
ESI,NYSE:ESI,Process industries,Chemicals: major diversified,Element Solutions Inc.,A,D1,True,0,3,3,49.09,W1 0/3：未達 | D1 3/3：MA轉上；量價配合
GH,NASDAQ:GH,Health technology,Medical specialties,"Guardant Health, Inc.",A,W1,True,3,0,3,128.83,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
GS,NYSE:GS,Finance,Investment banks/Brokers,"Goldman Sachs Group, Inc. (The)",A,W1,True,3,0,3,1106.37,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
ING,NYSE:ING,Finance,Major banks,"ING Group, N.V.",A,W1,True,3,0,3,32.2,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
JHX,NYSE:JHX,Non-energy minerals,Construction materials,James Hardie Industries plc.,A,W1,True,3,0,3,24.51,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
KEYS,NYSE:KEYS,Electronic technology,Electronic equipment/Instruments,Keysight Technologies Inc.,A,D1,True,0,3,3,373.34,W1 0/3：未達 | D1 3/3：MA轉上；量價配合
NOVT,NASDAQ:NOVT,Electronic technology,Electronic equipment/Instruments,Novanta Inc.,A,W1,True,3,0,3,155.66,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
RAL,NYSE:RAL,Electronic technology,Electronic equipment/Instruments,Ralliant Corporation,A,W1,True,3,0,3,67.72,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
RKLB,NASDAQ:RKLB,Electronic technology,Aerospace & defense,Rocket Lab Corporation,A,W1,True,3,0,3,100.29,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
ROKU,NASDAQ:ROKU,Technology services,Packaged software,"Roku, Inc.",A,D1,True,0,3,3,135.2,W1 0/3：未達 | D1 3/3：MA轉上；量價配合
TSEM,NASDAQ:TSEM,Electronic technology,Semiconductors,Tower Semiconductor Ltd.,A,D1,True,0,3,3,316.85,W1 0/3：未達 | D1 3/3：MA轉上；量價配合
TXN,NASDAQ:TXN,Electronic technology,Semiconductors,Texas Instruments Incorporated,A,D1,True,0,3,3,332.28,W1 0/3：未達 | D1 3/3：MA轉上；量價配合
XMTR,NASDAQ:XMTR,Technology services,Information technology services,"Xometry, Inc.",A,W1,True,3,0,3,91.56,W1 3/3：MA轉上；量價配合 | D1 0/3：未達
ACLS,NASDAQ:ACLS,Producer manufacturing,Industrial machinery,"Axcelis Technologies, Inc.",B,,False,2,2,4,183.92,W1 2/3：量價配合 | D1 2/3：量價配合
AEHR,NASDAQ:AEHR,Electronic technology,Electronic production equipment,Aehr Test Systems,B,,False,2,2,4,113.33,W1 2/3：量價配合 | D1 2/3：量價配合
AFRM,NASDAQ:AFRM,Technology services,Packaged software,"Affirm Holdings, Inc.",B,,False,2,2,4,72.2,W1 2/3：量價配合 | D1 2/3：量價配合
ALGN,NASDAQ:ALGN,Health technology,Medical specialties,"Align Technology, Inc.",B,,False,2,2,4,173.76,W1 2/3：量價配合 | D1 2/3：量價配合
AMKR,NASDAQ:AMKR,Electronic technology,Semiconductors,"Amkor Technology, Inc.",B,,False,2,2,4,93.55,W1 2/3：量價配合 | D1 2/3：量價配合
AMPX,NYSE:AMPX,Producer manufacturing,Electrical products,"Amprius Technologies, Inc.",B,,False,2,2,4,15.65,W1 2/3：量價配合 | D1 2/3：量價配合
ASML,NASDAQ:ASML,Electronic technology,Semiconductors,ASML Holding N.V. - New York Registry Shares,B,,False,2,2,4,1929.25,W1 2/3：量價配合 | D1 2/3：量價配合
AUR,NASDAQ:AUR,Technology services,Packaged software,"Aurora Innovation, Inc.",B,,False,2,2,4,6.56,W1 2/3：量價配合 | D1 2/3：量價配合
AXTI,NASDAQ:AXTI,Electronic technology,Electronic production equipment,AXT Inc,B,,False,2,2,4,92.44,W1 2/3：量價配合 | D1 2/3：量價配合
BA,NYSE:BA,Electronic technology,Aerospace & defense,Boeing Company (The),B,,False,2,2,4,220.83,W1 2/3：量價配合 | D1 2/3：量價配合
BBY,NYSE:BBY,Retail trade,Electronics/Appliance stores,"Best Buy Co., Inc.",B,,False,2,2,4,76.01,W1 2/3：量價配合 | D1 2/3：量價配合
BTDR,NASDAQ:BTDR,Technology services,Data processing services,Bitdeer Technologies Group,B,,False,2,2,4,17.43,W1 2/3：量價配合 | D1 2/3：量價配合
CIFR,NASDAQ:CIFR,Technology services,Data processing services,Cipher Digital Inc.,B,,False,2,2,4,28.14,W1 2/3：量價配合 | D1 2/3：量價配合
CLF,NYSE:CLF,Non-energy minerals,Steel,Cleveland-Cliffs Inc.,B,,False,2,2,4,11.89,W1 2/3：量價配合 | D1 2/3：量價配合
CORZ,NASDAQ:CORZ,Technology services,Packaged software,"Core Scientific, Inc.",B,,False,2,2,4,29.08,W1 2/3：量價配合 | D1 2/3：量價配合
CROX,NASDAQ:CROX,Consumer non-durables,Apparel/Footwear,"Crocs, Inc.",B,,False,2,2,4,123.8,W1 2/3：量價配合 | D1 2/3：量價配合
CRUS,NASDAQ:CRUS,Electronic technology,Semiconductors,"Cirrus Logic, Inc.",B,,False,2,2,4,165.41,W1 2/3：量價配合 | D1 2/3：量價配合
CSTM,NYSE:CSTM,Non-energy minerals,Aluminum,Constellium SE,B,,False,2,2,4,34.6,W1 2/3：量價配合 | D1 2/3：量價配合
CVCO,NASDAQ:CVCO,Consumer durables,Homebuilding,"Cavco Industries, Inc.",B,,False,2,2,4,587.16,W1 2/3：量價配合 | D1 2/3：量價配合
CVLT,NASDAQ:CVLT,Technology services,Packaged software,"Commvault Systems, Inc.",B,,False,2,2,4,126.01,W1 2/3：量價配合 | D1 2/3：量價配合
DAVE,NASDAQ:DAVE,Finance,Major banks,Dave Inc.,B,,False,2,2,4,309.72,W1 2/3：量價配合 | D1 2/3：量價配合
DDOG,NASDAQ:DDOG,Technology services,Packaged software,"Datadog, Inc.",B,,False,2,2,4,221.37,W1 2/3：量價配合 | D1 2/3：量價配合
DECK,NYSE:DECK,Consumer non-durables,Apparel/Footwear,Deckers Outdoor Corporation,B,,False,2,2,4,105.57,W1 2/3：量價配合 | D1 2/3：量價配合
DIOD,NASDAQ:DIOD,Electronic technology,Semiconductors,Diodes Incorporated,B,,False,2,2,4,122.76,W1 2/3：量價配合 | D1 2/3：量價配合
ELAN,NYSE:ELAN,Health technology,Biotechnology,Elanco Animal Health Incorporated,B,,False,2,2,4,23.9,W1 2/3：量價配合 | D1 2/3：量價配合
ELVN,NASDAQ:ELVN,Health technology,Biotechnology,"Enliven Therapeutics, Inc.",B,,False,2,2,4,45.96,W1 2/3：量價配合 | D1 2/3：量價配合
ENVA,NYSE:ENVA,Finance,Finance/Rental/Leasing,"Enova International, Inc.",B,,False,2,2,4,204.74,W1 2/3：量價配合 | D1 2/3：量價配合
ETSY,NYSE:ETSY,Retail trade,Internet retail,"Etsy, Inc.",B,,False,2,2,4,72.54,W1 2/3：量價配合 | D1 2/3：量價配合
GLXY,NASDAQ:GLXY,Finance,Investment banks/Brokers,Galaxy Digital Inc.,B,,False,2,2,4,33.12,W1 2/3：量價配合 | D1 2/3：量價配合
HIMS,NYSE:HIMS,Health services,Medical/Nursing services,"Hims & Hers Health, Inc.",B,,False,2,2,4,33.54,W1 2/3：量價配合 | D1 2/3：量價配合
HNGE,NYSE:HNGE,Technology services,Packaged software,"Hinge Health, Inc.",B,,False,2,2,4,68.85,W1 2/3：量價配合 | D1 2/3：量價配合
HOOD,NASDAQ:HOOD,Finance,Investment banks/Brokers,"Robinhood Markets, Inc.",B,,False,2,2,4,105.71,W1 2/3：量價配合 | D1 2/3：量價配合
HSBC,NYSE:HSBC,Finance,Major banks,"HSBC Holdings, plc.",B,,False,2,2,4,96.51,W1 2/3：量價配合 | D1 2/3：量價配合
ICHR,NASDAQ:ICHR,Producer manufacturing,Industrial machinery,Ichor Holdings,B,,False,2,2,4,99.61,W1 2/3：量價配合 | D1 2/3：量價配合
ITT,NYSE:ITT,Producer manufacturing,Auto parts: OEM,ITT Inc.,B,,False,2,2,4,199.23,W1 2/3：量價配合 | D1 2/3：量價配合
KTB,NYSE:KTB,Consumer non-durables,Apparel/Footwear,"Kontoor Brands, Inc.",B,,False,2,2,4,76.14,W1 2/3：量價配合 | D1 2/3：量價配合
LUMN,NYSE:LUMN,Communications,Major telecommunications,"Lumen Technologies, Inc.",B,,False,2,2,4,8.09,W1 2/3：量價配合 | D1 2/3：量價配合
LUNR,NASDAQ:LUNR,Electronic technology,Aerospace & defense,"Intuitive Machines, Inc.",B,,False,2,2,4,21.99,W1 2/3：量價配合 | D1 2/3：量價配合
MKSI,NASDAQ:MKSI,Producer manufacturing,Industrial machinery,MKS Inc.,B,,False,2,2,4,420.56,W1 2/3：量價配合 | D1 2/3：量價配合
MRNA,NASDAQ:MRNA,Health technology,Biotechnology,"Moderna, Inc.",B,,False,2,2,4,59.35,W1 2/3：量價配合 | D1 2/3：量價配合
MRVL,NASDAQ:MRVL,Electronic technology,Semiconductors,"Marvell Technology, Inc.",B,,False,2,2,4,307.86,W1 2/3：量價配合 | D1 2/3：量價配合
MS,NYSE:MS,Finance,Investment managers,Morgan Stanley,B,,False,2,2,4,227.09,W1 2/3：量價配合 | D1 2/3：量價配合
MTSI,NASDAQ:MTSI,Electronic technology,Semiconductors,"MACOM Technology Solutions Holdings, Inc.",B,,False,2,2,4,396.26,W1 2/3：量價配合 | D1 2/3：量價配合
NPO,NYSE:NPO,Producer manufacturing,Industrial machinery,Enpro Inc.,B,,False,2,2,4,387.65,W1 2/3：量價配合 | D1 2/3：量價配合
NTAP,NASDAQ:NTAP,Electronic technology,Computer peripherals,"NetApp, Inc.",B,,False,2,2,4,158.31,W1 2/3：量價配合 | D1 2/3：量價配合
NTRA,NASDAQ:NTRA,Health technology,Biotechnology,"Natera, Inc.",B,,False,2,2,4,228.8,W1 2/3：量價配合 | D1 2/3：量價配合
NVTS,NASDAQ:NVTS,Electronic technology,Semiconductors,Navitas Semiconductor Corporation,B,,False,2,2,4,23.7,W1 2/3：量價配合 | D1 2/3：量價配合
NWL,NASDAQ:NWL,Producer manufacturing,Industrial machinery,Newell Brands Inc.,B,,False,2,2,4,5.03,W1 2/3：量價配合 | D1 2/3：量價配合
OC,NYSE:OC,Process industries,Containers/Packaging,Owens Corning Inc,B,,False,2,2,4,124.62,W1 2/3：量價配合 | D1 2/3：量價配合
OSCR,NYSE:OSCR,Health services,Managed health care,"Oscar Health, Inc.",B,,False,2,2,4,28.54,W1 2/3：量價配合 | D1 2/3：量價配合
PENG,NASDAQ:PENG,Electronic technology,Semiconductors,"Penguin Solutions, Inc.",B,,False,2,2,4,67.94,W1 2/3：量價配合 | D1 2/3：量價配合
PENN,NASDAQ:PENN,Consumer services,Casinos/Gaming,"PENN Entertainment, Inc.",B,,False,2,2,4,20.83,W1 2/3：量價配合 | D1 2/3：量價配合
PHM,NYSE:PHM,Consumer durables,Homebuilding,"PulteGroup, Inc.",B,,False,2,2,4,125.62,W1 2/3：量價配合 | D1 2/3：量價配合
PLUG,NASDAQ:PLUG,Electronic technology,Electronic production equipment,"Plug Power, Inc.",B,,False,2,2,4,2.79,W1 2/3：量價配合 | D1 2/3：量價配合
POET,NASDAQ:POET,Producer manufacturing,Electrical products,POET Technologies Inc.,B,,False,2,2,4,12.09,W1 2/3：量價配合 | D1 2/3：量價配合
